vehicle_brand,year,engine_capacity,miles_driven,selling_price
Mercedes-Benz,2006,3.5,193,20500.0
Audi,2007,2.0,180,15500.0
Renault,2013,1.5,149,10200.0
Audi,2002,2.0,207,4800.0
Mercedes-Benz,1999,5.0,213,8900.0
Toyota,2011,2.7,56,30800.0
Volkswagen,2011,2.0,175,16700.0
Renault,2011,1.5,90,11700.0
Volkswagen,2013,1.6,108,8650.0
Mitsubishi,2008,2.0,125,9450.0
Volkswagen,2009,1.9,160,9800.0
BMW,2016,3.0,1,77500.0
Audi,1987,2.2,371,2500.0
Toyota,2008,1.3,74,7500.0
Volkswagen,2011,1.8,105,16999.0
Audi,2006,4.2,185,20900.0
BMW,1995,2.8,241,6300.0
Volkswagen,2012,2.0,210,11500.0
Mercedes-Benz,2015,2.2,14,75500.0
Mitsubishi,2012,2.0,63,10888.0
Toyota,1993,4.2,328,16500.0
Mercedes-Benz,1986,2.5,121,2700.0
BMW,1999,2.0,335,4000.0
Volkswagen,2005,2.0,248,5200.0
Mercedes-Benz,2012,4.6,61,57000.0
Toyota,2007,2.4,157,12300.0
Audi,1995,1.8,226,6000.0
Volkswagen,2007,2.5,230,15000.0
Renault,2014,1.5,65,11999.0
Volkswagen,2002,2.0,238,2900.0
Mercedes-Benz,2010,2.2,145,17800.0
Volkswagen,2004,4.2,1,11200.0
BMW,2013,2.0,45,34500.0
Toyota,2016,4.5,1,102999.0
Volkswagen,2006,1.9,170,13900.0
Audi,2010,2.0,144,17500.0
BMW,1999,2.0,334,3500.0
Mitsubishi,2008,3.8,173,18999.0
Toyota,2007,1.6,131,8700.0
Audi,2011,3.0,97,29999.0
BMW,2001,4.5,250,5850.0
Volkswagen,2012,2.0,168,14500.0
Mercedes-Benz,2013,3.0,980,68700.0
Mitsubishi,2008,2.5,147,16000.0
Volkswagen,2007,2.0,214,7777.0
Toyota,2007,4.5,112,25250.0
BMW,2011,2.0,170,29000.0
Mercedes-Benz,2007,3.0,130,17500.0
Mitsubishi,2010,1.3,65,8500.0
Volkswagen,2001,2.5,360,7500.0
Volkswagen,2012,1.6,95,10999.0
Renault,2007,1.5,252,4999.0
Audi,2002,1.9,253,9800.0
Volkswagen,2002,1.4,131,4999.0
Volkswagen,2012,1.4,103,8910.525
Renault,2004,1.5,198,4350.0
BMW,1995,2.0,340,4600.0
BMW,1997,2.5,285,1900.0
BMW,2016,2.0,1,48535.5
Mercedes-Benz,2006,5.0,152,40000.0
Mercedes-Benz,2010,2.2,195,23800.0
BMW,1997,2.5,44,2500.0
Toyota,2008,3.5,129,15500.0
Mercedes-Benz,2009,2.5,111,18900.0
BMW,1994,1.8,200,1900.0
Audi,2001,2.5,200,3500.0
Renault,2005,1.5,227,6650.0
Audi,2006,2.0,120,10200.0
Toyota,2013,2.0,21,26500.0
Mercedes-Benz,2008,2.2,360,12800.0
Mercedes-Benz,1999,3.2,195,14900.0
Volkswagen,2008,3.2,230,17200.0
Volkswagen,2009,1.9,156,9200.0
Volkswagen,2003,1.6,250,5400.0
Volkswagen,2013,2.0,74,20700.0
Mercedes-Benz,2008,3.0,255,32000.0
BMW,2002,2.2,162,10999.0
Toyota,2015,2.5,22,32000.0
BMW,2000,3.0,368,8200.0
Toyota,2013,1.6,73,18600.0
Toyota,2010,2.7,85,30000.0
Toyota,2016,1.0,17,10500.0
BMW,2010,3.0,235,35500.0
BMW,2002,2.5,240,4300.0
Renault,2006,1.6,185,6800.0
Mercedes-Benz,2008,2.2,212,14490.0
Toyota,2002,1.0,170,4650.0
Renault,2012,1.5,132,13300.0
BMW,2011,3.0,110,60500.0
Mercedes-Benz,2002,5.0,251,20000.0
Audi,2004,4.2,234,8000.0
Volkswagen,2016,1.6,1,28793.037
Renault,2006,1.9,183,7600.0
Volkswagen,1987,1.8,280,2650.0
BMW,2010,2.0,203,25800.0
Audi,2009,3.2,98,24996.0
Toyota,2001,4.7,250,16000.0
Renault,2012,1.5,137,12000.0
Mercedes-Benz,2005,5.0,99,35500.0
Toyota,2008,2.4,131,13300.0
Mercedes-Benz,2011,5.5,140,42500.0
Toyota,2016,2.0,1,20859.15
Mercedes-Benz,2004,5.0,254,35900.0
Mitsubishi,2003,3.0,281,10999.0
Audi,2000,2.5,240,3650.0
Toyota,2004,2.4,300,8800.0
Mercedes-Benz,2010,2.2,148,11800.0
Renault,2007,1.4,98,7500.0
Renault,2011,1.4,140,4999.0
Volkswagen,2008,1.9,290,12900.0
Volkswagen,2016,2.0,1,39615.0
Volkswagen,2012,1.8,115,23300.0
Toyota,2005,2.7,184,15000.0
Volkswagen,2008,1.9,230,9900.0
Audi,2003,2.7,177,7999.0
BMW,2004,3.0,260,12900.0
BMW,1998,3.5,277,7400.0
Renault,1998,2.0,245,1550.0
BMW,2007,3.0,180,17300.0
BMW,1987,1.8,300,2800.0
Volkswagen,2003,1.4,113,6900.0
Audi,1998,2.4,340,4300.0
Mercedes-Benz,2015,4.66,54,135555.0
Audi,2010,2.0,160,19999.0
Mercedes-Benz,2006,3.5,159,16555.0
Volkswagen,2004,1.9,235,7750.0
Mercedes-Benz,2000,2.0,196,8700.0
Volkswagen,2004,2.5,137,4000.0
Volkswagen,2012,1.8,109,19000.0
BMW,2011,3.0,148,32500.0
BMW,2011,4.4,58,49000.0
Renault,2008,1.46,200,5800.0
Volkswagen,2007,2.5,240,10900.0
Volkswagen,1996,1.8,288,3950.0
Toyota,2011,3.5,49,20800.0
Renault,2012,1.5,130,8500.0
Mercedes-Benz,2004,1.8,82,15000.0
BMW,2001,3.0,280,7000.0
Audi,2004,4.2,207,13300.0
Toyota,2003,4.0,195,15700.0
Volkswagen,2012,1.4,97,14700.0
Toyota,2008,4.0,80,25000.0
Volkswagen,1998,1.9,182,2350.0
BMW,2009,3.0,140,27900.0
Mitsubishi,2003,1.6,92,5900.0
Renault,2006,1.9,250,8800.0
Volkswagen,2012,2.0,48,23500.0
Renault,2012,1.5,170,11500.0
BMW,2010,2.0,74,23500.0
Mercedes-Benz,2005,4.0,174,17600.0
Renault,2013,2.3,173,15200.0
Volkswagen,2012,1.6,86,8800.0
BMW,2007,3.0,148,25500.0
Toyota,2011,1.0,55,8500.0
BMW,1999,3.5,238,6900.0
Toyota,2007,3.0,192,27000.0
Volkswagen,2014,1.6,105,10200.0
Volkswagen,2012,2.0,177,14800.0
BMW,2009,3.0,147,33000.0
Mercedes-Benz,2000,2.7,200,3300.0
BMW,2004,3.0,194,16100.0
Toyota,2013,2.2,60,29000.0
Mercedes-Benz,2002,5.0,230,12500.0
Audi,1997,2.8,230,2800.0
Mercedes-Benz,2009,5.5,140,24900.0
Toyota,1989,1.3,5,2999.0
Mercedes-Benz,2011,2.2,115,15000.0
Toyota,2007,2.0,82,14500.0
Toyota,2004,4.7,128,25555.0
Audi,2007,4.2,150,23333.0
Mitsubishi,2004,1.6,180,7000.0
Mercedes-Benz,1997,5.0,340,7650.0
Mercedes-Benz,2008,5.5,135,35000.0
Audi,2003,1.8,274,7900.0
Volkswagen,2011,1.8,74,18500.0
Renault,2005,1.5,209,6400.0
Toyota,2008,1.6,118,8950.0
Volkswagen,2007,2.5,300,9900.0
BMW,1999,3.0,280,4600.0
Volkswagen,2006,1.9,304,3500.0
Volkswagen,2008,1.9,218,11800.0
Volkswagen,2002,1.8,256,6900.0
Audi,2003,2.5,257,9800.0
Renault,2012,1.5,168,6800.0
Mitsubishi,2008,2.0,136,9500.0
Toyota,2004,2.4,195,8400.0
Mitsubishi,2008,2.0,238,7900.0
Audi,2009,2.0,83,23500.0
Renault,2010,1.5,179,9000.0
Audi,2002,1.9,302,3900.0
Volkswagen,2011,1.2,62,9500.0
BMW,1993,2.0,360,4500.0
BMW,2001,3.0,339,9500.0
Mitsubishi,2006,2.4,130,10500.0
Mercedes-Benz,2004,3.5,270,3700.0
Audi,2011,3.0,90,29999.0
Mitsubishi,2008,3.0,125,23000.0
Renault,2008,1.4,87,7245.0
BMW,2005,3.0,265,17800.0
Mitsubishi,2006,1.6,165,5500.0
Volkswagen,2006,2.0,129,10200.0
Volkswagen,2013,1.6,147,13995.0
Toyota,2006,4.0,107,20800.0
Mercedes-Benz,2012,2.2,180,24500.0
Mercedes-Benz,2011,1.8,65,28500.0
Toyota,2016,2.8,1,39500.0
Mercedes-Benz,2013,5.5,33,219900.0
Mitsubishi,2009,2.4,84,12999.0
Volkswagen,2003,1.8,230,8400.0
Mitsubishi,2016,2.0,1,22711.65
Volkswagen,2005,2.0,16,6700.0
Volkswagen,2012,1.6,156,10800.0
Audi,2004,4.2,80,14300.0
BMW,2016,2.0,10,47300.0
Toyota,2009,2.0,83,14299.0
Volkswagen,2011,1.4,139,15880.0
